Season,Round,Constructor-Position,Constrcutor,Nation,Points,Wins
2016,14,10,Manor Marussia,British,1,0
2016,14,11,Sauber,Swiss,0,0
2016,8,1,Mercedes,German,258,7
2016,8,2,Ferrari,Italian,177,0
2016,8,3,Red Bull,Austrian,140,1
2016,8,4,Williams,British,90,0
2016,8,5,Force India,Indian,59,0
2016,8,6,Toro Rosso,Italian,32,0
2016,8,7,McLaren,British,24,0
2016,8,8,Haas F1 Team,American,22,0
2016,8,9,Renault,French,6,0
2016,8,10,Sauber,Swiss,0,0
2016,8,11,Manor Marussia,British,0,0
2016,6,1,Mercedes,German,188,5
2016,6,2,Ferrari,Italian,121,0
2016,6,3,Red Bull,Austrian,112,1
2016,6,4,Williams,British,66,0
2016,6,5,Force India,Indian,37,0
2016,6,6,Toro Rosso,Italian,30,0
2016,6,7,McLaren,British,24,0
2016,6,8,Haas F1 Team,American,22,0
2016,6,9,Renault,French,6,0
2016,6,10,Sauber,Swiss,0,0
2016,6,11,Manor Marussia,British,0,0
2016,1,1,Mercedes,German,43,1
2016,1,2,Ferrari,Italian,15,0
2016,1,3,Williams,British,14,0
2016,1,4,Red Bull,Austrian,12,0
2016,1,5,Haas F1 Team,American,8,0
2016,1,6,Force India,Indian,6,0
2016,1,7,Toro Rosso,Italian,3,0
2016,1,8,Renault,French,0,0
2016,1,9,McLaren,British,0,0
2016,1,10,Sauber,Swiss,0,0
2016,1,11,Manor Marussia,British,0,0
2016,7,1,Mercedes,German,223,6
2016,7,2,Ferrari,Italian,147,0
2016,7,3,Red Bull,Austrian,130,1
2016,7,4,Williams,British,81,0
2016,7,5,Force India,Indian,42,0
2016,7,6,Toro Rosso,Italian,32,0
2016,7,7,McLaren,British,24,0
2016,7,8,Haas F1 Team,American,22,0
2016,7,9,Renault,French,6,0
2016,7,10,Sauber,Swiss,0,0
2016,7,11,Manor Marussia,British,0,0
2016,9,1,Mercedes,German,295,8
2016,9,2,Ferrari,Italian,192,0
2016,9,3,Red Bull,Austrian,168,1
2016,9,4,Williams,British,92,0
2016,9,5,Force India,Indian,59,0
2016,9,6,Toro Rosso,Italian,36,0
2016,9,7,McLaren,British,32,0
2016,9,8,Haas F1 Team,American,28,0
2016,9,9,Renault,French,6,0
2016,9,10,Manor Marussia,British,1,0
2016,9,11,Sauber,Swiss,0,0
2016,20,1,Mercedes,German,722,18
2016,20,2,Red Bull,Austrian,446,2
2016,20,3,Ferrari,Italian,375,0
2016,20,4,Force India,Indian,163,0
2016,20,5,Williams,British,136,0
2016,20,6,McLaren,British,75,0
2016,20,7,Toro Rosso,Italian,63,0
2016,20,8,Haas F1 Team,American,29,0
2016,20,9,Renault,French,8,0
2016,20,10,Sauber,Swiss,2,0
2016,20,11,Manor Marussia,British,1,0
2016,18,1,Mercedes,German,636,16
2016,18,2,Red Bull,Austrian,400,2
2016,18,3,Ferrari,Italian,347,0
2016,18,4,Force India,Indian,138,0
2016,18,5,Williams,British,130,0
2016,18,6,McLaren,British,74,0
2016,18,7,Toro Rosso,Italian,55,0
2016,18,8,Haas F1 Team,American,29,0
2016,18,9,Renault,French,8,0
2016,18,10,Manor Marussia,British,1,0
2016,18,11,Sauber,Swiss,0,0
2016,11,1,Mercedes,German,378,10
2016,11,2,Ferrari,Italian,224,0
2016,11,3,Red Bull,Austrian,223,1
2016,11,4,Williams,British,94,0
2016,11,5,Force India,Indian,74,0
2016,11,6,Toro Rosso,Italian,45,0
2016,11,7,McLaren,British,38,0
2016,11,8,Haas F1 Team,American,28,0
2016,11,9,Renault,French,6,0
2016,11,10,Manor Marussia,British,1,0
2016,11,11,Sauber,Swiss,0,0
2016,16,1,Mercedes,German,553,14
2016,16,2,Red Bull,Austrian,359,2
2016,16,3,Ferrari,Italian,313,0
2016,16,4,Force India,Indian,124,0
2016,16,5,Williams,British,121,0
2016,16,6,McLaren,British,62,0
2016,16,7,Toro Rosso,Italian,47,0
2016,16,8,Haas F1 Team,American,28,0
2016,16,9,Renault,French,8,0
2016,16,10,Manor Marussia,British,1,0
2016,16,11,Sauber,Swiss,0,0
2016,17,1,Mercedes,German,593,15
2016,17,2,Red Bull,Austrian,385,2
2016,17,3,Ferrari,Italian,335,0
2016,17,4,Force India,Indian,134,0
2016,17,5,Williams,British,124,0
2016,17,6,McLaren,British,62,0
2016,17,7,Toro Rosso,Italian,47,0
2016,17,8,Haas F1 Team,American,28,0
2016,17,9,Renault,French,8,0
2016,17,10,Manor Marussia,British,1,0
2016,17,11,Sauber,Swiss,0,0
2016,10,1,Mercedes,German,335,9
2016,10,2,Ferrari,Italian,204,0
2016,10,3,Red Bull,Austrian,198,1
2016,10,4,Williams,British,92,0
2016,10,5,Force India,Indian,73,0
2016,10,6,Toro Rosso,Italian,41,0
2016,10,7,McLaren,British,32,0
2016,10,8,Haas F1 Team,American,28,0
2016,10,9,Renault,French,6,0
2016,10,10,Manor Marussia,British,1,0
2016,10,11,Sauber,Swiss,0,0
2016,19,1,Mercedes,German,679,17
2016,19,2,Red Bull,Austrian,427,2
2016,19,3,Ferrari,Italian,365,0
2016,19,4,Force India,Indian,145,0
2016,19,5,Williams,British,136,0
2016,19,6,McLaren,British,74,0
2016,19,7,Toro Rosso,Italian,55,0
2016,19,8,Haas F1 Team,American,29,0
2016,19,9,Renault,French,8,0
2016,19,10,Manor Marussia,British,1,0
2016,19,11,Sauber,Swiss,0,0
2016,21,1,Mercedes,German,765,19
2016,21,2,Red Bull,Austrian,468,2
2016,21,3,Ferrari,Italian,398,0
2016,21,4,Force India,Indian,173,0
2016,21,5,Williams,British,138,0
2016,21,6,McLaren,British,76,0
2016,21,7,Toro Rosso,Italian,63,0
2016,21,8,Haas F1 Team,American,29,0
2016,21,9,Renault,French,8,0
2016,21,10,Sauber,Swiss,2,0
2016,21,11,Manor Marussia,British,1,0
2016,2,1,Mercedes,German,83,2
2016,2,2,Ferrari,Italian,33,0
2016,2,3,Red Bull,Austrian,30,0
2016,2,4,Williams,British,20,0
2016,2,5,Haas F1 Team,American,18,0
2016,2,6,Toro Rosso,Italian,11,0
2016,2,7,Force India,Indian,6,0
2016,2,8,McLaren,British,1,0
2016,2,9,Renault,French,0,0
2016,2,10,Sauber,Swiss,0,0
2016,2,11,Manor Marussia,British,0,0
2016,5,1,Mercedes,German,157,4
2016,5,2,Ferrari,Italian,109,0
2016,5,3,Red Bull,Austrian,94,1
2016,5,4,Williams,British,65,0
2016,5,5,Toro Rosso,Italian,26,0
2016,5,6,Haas F1 Team,American,22,0
2016,5,7,Force India,Indian,14,0
2016,5,8,McLaren,British,12,0
2016,5,9,Renault,French,6,0
2016,5,10,Sauber,Swiss,0,0
2016,5,11,Manor Marussia,British,0,0
2016,4,1,Mercedes,German,157,4
2016,4,2,Ferrari,Italian,76,0
2016,4,3,Red Bull,Austrian,57,0
2016,4,4,Williams,British,51,0
2016,4,5,Haas F1 Team,American,22,0
2016,4,6,Toro Rosso,Italian,17,0
2016,4,7,McLaren,British,10,0
2016,4,8,Force India,Indian,8,0
2016,4,9,Renault,French,6,0
2016,4,10,Sauber,Swiss,0,0
2016,4,11,Manor Marussia,British,0,0
2016,3,1,Mercedes,German,114,3
2016,3,2,Ferrari,Italian,61,0
2016,3,3,Red Bull,Austrian,57,0
2016,3,4,Williams,British,29,0
2016,3,5,Haas F1 Team,American,18,0
2016,3,6,Toro Rosso,Italian,17,0
2016,3,7,Force India,Indian,6,0
2016,3,8,McLaren,British,1,0
2016,3,9,Renault,French,0,0
2016,3,10,Sauber,Swiss,0,0
2016,3,11,Manor Marussia,British,0,0
2005,15,1,Renault,French,144,7
2005,15,2,McLaren,British,136,7
2005,15,3,Ferrari,Italian,86,1
2005,15,4,Toyota,Japanese,78,0
2005,15,5,Williams,British,54,0
2005,15,6,Red Bull,Austrian,27,0
2005,15,7,BAR,British,25,0
2005,15,8,Sauber,Swiss,14,0
2005,15,9,Jordan,Irish,11,0
2005,15,10,Minardi,Italian,7,0
2005,12,1,Renault,French,117,7
2005,12,2,McLaren,British,95,4
2005,12,3,Ferrari,Italian,78,1
2005,12,4,Toyota,Japanese,57,0
2005,12,5,Williams,British,47,0
2005,12,6,Red Bull,Austrian,24,0
2005,12,7,BAR,British,15,0
2005,12,8,Sauber,Swiss,14,0
2005,12,9,Jordan,Irish,11,0
2005,12,10,Minardi,Italian,7,0
2005,13,1,Renault,French,117,7
2005,13,2,McLaren,British,105,5
2005,13,3,Ferrari,Italian,86,1
2005,13,4,Toyota,Japanese,68,0
2005,13,5,Williams,British,52,0
2005,13,6,Red Bull,Austrian,24,0
2005,13,7,BAR,British,20,0
2005,13,8,Sauber,Swiss,14,0
2005,13,9,Jordan,Irish,11,0
2005,13,10,Minardi,Italian,7,0
2005,14,1,Renault,French,130,7
2005,14,2,McLaren,British,121,6
2005,14,3,Ferrari,Italian,86,1
2005,14,4,Toyota,Japanese,71,0
2005,14,5,Williams,British,52,0
2005,14,6,Red Bull,Austrian,27,0
2005,14,7,BAR,British,24,0
2005,14,8,Sauber,Swiss,14,0
2005,14,9,Jordan,Irish,11,0
2005,14,10,Minardi,Italian,7,0
2005,8,1,Renault,French,76,5
2005,8,2,McLaren,British,63,3
2005,8,3,Williams,British,47,0
2005,8,4,Toyota,Japanese,47,0
2005,8,5,Ferrari,Italian,45,0
2005,8,6,Red Bull,Austrian,22,0
2005,8,7,Sauber,Swiss,12,0
2005,8,8,Jordan,Irish,0,0
2005,8,9,BAR,British,0,0
2005,8,10,Minardi,Italian,0,0
2005,6,1,Renault,French,63,4
2005,6,2,McLaren,British,51,2
2005,6,3,Toyota,Japanese,43,0
2005,6,4,Williams,British,35,0
2005,6,5,Ferrari,Italian,21,0
2005,6,6,Red Bull,Austrian,14,0
2005,6,7,Sauber,Swiss,7,0
2005,6,8,Jordan,Irish,0,0
2005,6,9,Minardi,Italian,0,0
2005,6,10,BAR,British,0,0
2005,1,1,Renault,French,16,1
2005,1,2,Ferrari,Italian,8,0
2005,1,3,Red Bull,Austrian,7,0
2005,1,4,Williams,British,4,0
2005,1,5,McLaren,British,4,0
2005,1,6,Toyota,Japanese,0,0
2005,1,7,Sauber,Swiss,0,0
2005,1,8,Jordan,Irish,0,0
2005,1,9,Minardi,Italian,0,0
2005,1,10,BAR,British,0,0
2005,7,1,Renault,French,76,5
2005,7,2,McLaren,British,53,2
2005,7,3,Toyota,Japanese,44,0
2005,7,4,Williams,British,43,0
2005,7,5,Ferrari,Italian,31,0
2005,7,6,Red Bull,Austrian,19,0
2005,7,7,Sauber,Swiss,7,0
2005,7,8,Jordan,Irish,0,0
2005,7,9,BAR,British,0,0
2005,7,10,Minardi,Italian,0,0
2005,9,1,Renault,French,76,5
2005,9,2,McLaren,British,63,3
2005,9,3,Ferrari,Italian,63,1
2005,9,4,Williams,British,47,0
2005,9,5,Toyota,Japanese,47,0
2005,9,6,Red Bull,Austrian,22,0
2005,9,7,Sauber,Swiss,12,0
2005,9,8,Jordan,Irish,11,0
2005,9,9,Minardi,Italian,7,0
2005,9,10,BAR,British,0,0
2005,18,1,Renault,French,176,7
2005,18,2,McLaren,British,174,10
2005,18,3,Ferrari,Italian,100,1
2005,18,4,Toyota,Japanese,82,0
2005,18,5,Williams,British,64,0
2005,18,6,BAR,British,37,0
2005,18,7,Red Bull,Austrian,30,0
2005,18,8,Sauber,Swiss,17,0
2005,18,9,Jordan,Irish,12,0
2005,18,10,Minardi,Italian,7,0
2005,11,1,Renault,French,102,6
2005,11,2,McLaren,British,87,4
2005,11,3,Ferrari,Italian,74,1
2005,11,4,Toyota,Japanese,54,0
2005,11,5,Williams,British,47,0
2005,11,6,Red Bull,Austrian,22,0
2005,11,7,Sauber,Swiss,13,0
2005,11,8,Jordan,Irish,11,0
2005,11,9,BAR,British,9,0
2005,11,10,Minardi,Italian,7,0
2005,16,1,Renault,French,152,7
2005,16,2,McLaren,British,146,8
2005,16,3,Ferrari,Italian,90,1
2005,16,4,Toyota,Japanese,80,0
2005,16,5,Williams,British,59,0
2005,16,6,BAR,British,31,0
2005,16,7,Red Bull,Austrian,27,0
2005,16,8,Sauber,Swiss,17,0
2005,16,9,Jordan,Irish,12,0
2005,16,10,Minardi,Italian,7,0
2005,17,1,McLaren,British,164,9
2005,17,2,Renault,French,162,7
2005,17,3,Ferrari,Italian,98,1
2005,17,4,Toyota,Japanese,81,0
2005,17,5,Williams,British,59,0
2005,17,6,BAR,British,33,0
2005,17,7,Red Bull,Austrian,27,0
2005,17,8,Sauber,Swiss,17,0
2005,17,9,Jordan,Irish,12,0
2005,17,10,Minardi,Italian,7,0
2005,10,1,Renault,French,89,6
2005,10,2,McLaren,British,71,3
2005,10,3,Ferrari,Italian,69,1
2005,10,4,Toyota,Japanese,53,0
2005,10,5,Williams,British,47,0
2005,10,6,Red Bull,Austrian,22,0
2005,10,7,Sauber,Swiss,13,0
2005,10,8,Jordan,Irish,11,0
2005,10,9,Minardi,Italian,7,0
2005,10,10,BAR,British,5,0
2005,19,1,Renault,French,191,8
2005,19,2,McLaren,British,182,10
2005,19,3,Ferrari,Italian,100,1
2005,19,4,Toyota,Japanese,88,0
2005,19,5,Williams,British,66,0
2005,19,6,BAR,British,38,0
2005,19,7,Red Bull,Austrian,34,0
2005,19,8,Sauber,Swiss,20,0
2005,19,9,Jordan,Irish,12,0
2005,19,10,Minardi,Italian,7,0
2005,2,1,Renault,French,26,2
2005,2,2,Toyota,Japanese,12,0
2005,2,3,Red Bull,Austrian,11,0
2005,2,4,Ferrari,Italian,10,0
2005,2,5,Williams,British,10,0
2005,2,6,McLaren,British,9,0
2005,2,7,Sauber,Swiss,0,0
2005,2,8,Jordan,Irish,0,0
2005,2,9,Minardi,Italian,0,0
2005,2,10,BAR,British,0,0
2005,5,1,Renault,French,58,4
2005,5,2,Toyota,Japanese,40,0
2005,5,3,McLaren,British,37,1
2005,5,4,Williams,British,21,0
2005,5,5,Ferrari,Italian,18,0
2005,5,6,Red Bull,Austrian,14,0
2005,5,7,Sauber,Swiss,7,0
2005,5,8,Jordan,Irish,0,0
2005,5,9,Minardi,Italian,0,0
2005,5,10,BAR,British,0,0
2005,4,1,Renault,French,46,4
2005,4,2,Toyota,Japanese,29,0
2005,4,3,McLaren,British,25,0
2005,4,4,Ferrari,Italian,18,0
2005,4,5,Williams,British,18,0
2005,4,6,Red Bull,Austrian,13,0
2005,4,7,Sauber,Swiss,7,0
2005,4,8,Jordan,Irish,0,0
2005,4,9,Minardi,Italian,0,0
2005,4,10,BAR,British,0,0
2005,3,1,Renault,French,36,3
2005,3,2,Toyota,Japanese,25,0
2005,3,3,McLaren,British,19,0
2005,3,4,Williams,British,13,0
2005,3,5,Red Bull,Austrian,12,0
2005,3,6,Ferrari,Italian,10,0
2005,3,7,Sauber,Swiss,2,0
2005,3,8,Jordan,Irish,0,0
2005,3,9,Minardi,Italian,0,0
2005,3,10,BAR,British,0,0
2002,15,1,Ferrari,Italian,189,13
2002,15,2,Williams,British,86,1
2002,15,3,McLaren,British,57,1
2002,15,4,Renault,French,20,0
2002,15,5,Sauber,Swiss,11,0
2002,15,6,Jaguar,British,8,0
2002,15,7,Jordan,Irish,7,0
2002,15,8,BAR,British,6,0
2002,15,9,Minardi,Italian,2,0
2002,15,10,Toyota,Japanese,2,0
2002,15,11,Arrows,British,2,0
2002,12,1,Ferrari,Italian,141,10
2002,12,2,Williams,British,76,1
2002,12,3,McLaren,British,49,1
2002,12,4,Renault,French,15,0
2002,12,5,Sauber,Swiss,11,0
2002,12,6,Jordan,Irish,6,0
2002,12,7,BAR,British,5,0
2002,12,8,Jaguar,British,3,0
2002,12,9,Minardi,Italian,2,0
2002,12,10,Toyota,Japanese,2,0
2002,12,11,Arrows,British,2,0
2002,13,1,Ferrari,Italian,157,11
2002,13,2,Williams,British,80,1
2002,13,3,McLaren,British,54,1
2002,13,4,Renault,French,15,0
2002,13,5,Sauber,Swiss,11,0
2002,13,6,Jordan,Irish,7,0
2002,13,7,BAR,British,5,0
2002,13,8,Jaguar,British,3,0
2002,13,9,Minardi,Italian,2,0
2002,13,10,Toyota,Japanese,2,0
2002,13,11,Arrows,British,2,0
2002,14,1,Ferrari,Italian,173,12
2002,14,2,Williams,British,86,1
2002,14,3,McLaren,British,57,1
2002,14,4,Renault,French,15,0
2002,14,5,Sauber,Swiss,11,0
2002,14,6,Jordan,Irish,7,0
2002,14,7,BAR,British,5,0
2002,14,8,Jaguar,British,4,0
2002,14,9,Minardi,Italian,2,0
2002,14,10,Toyota,Japanese,2,0
2002,14,11,Arrows,British,2,0
2002,8,1,Ferrari,Italian,86,6
2002,8,2,Williams,British,54,1
2002,8,3,McLaren,British,33,1
2002,8,4,Renault,French,12,0
2002,8,5,Sauber,Swiss,8,0
2002,8,6,Jordan,Irish,6,0
2002,8,7,Jaguar,British,3,0
2002,8,8,Minardi,Italian,2,0
2002,8,9,Toyota,Japanese,2,0
2002,8,10,Arrows,British,2,0
2002,8,11,BAR,British,0,0
2002,6,1,Ferrari,Italian,66,5
2002,6,2,Williams,British,50,1
2002,6,3,McLaren,British,14,0
2002,6,4,Renault,French,8,0
2002,6,5,Sauber,Swiss,8,0
2002,6,6,Jaguar,British,3,0
2002,6,7,Minardi,Italian,2,0
2002,6,8,Jordan,Irish,2,0
2002,6,9,Toyota,Japanese,2,0
2002,6,10,Arrows,British,1,0
2002,6,11,BAR,British,0,0
2002,1,1,Ferrari,Italian,10,1
2002,1,2,Williams,British,6,0
2002,1,3,McLaren,British,4,0
2002,1,4,Jaguar,British,3,0
2002,1,5,Minardi,Italian,2,0
2002,1,6,Toyota,Japanese,1,0
2002,7,1,Ferrari,Italian,72,5
2002,7,2,Williams,British,54,1
2002,7,3,McLaren,British,24,1
2002,7,4,Renault,French,11,0
2002,7,5,Sauber,Swiss,8,0
2002,7,6,Jordan,Irish,4,0
2002,7,7,Jaguar,British,3,0
2002,7,8,Minardi,Italian,2,0
2002,7,9,Toyota,Japanese,2,0
2002,7,10,Arrows,British,2,0
2002,7,11,BAR,British,0,0
2002,9,1,Ferrari,Italian,102,7
2002,9,2,Williams,British,57,1
2002,9,3,McLaren,British,37,1
2002,9,4,Renault,French,14,0
2002,9,5,Sauber,Swiss,9,0
2002,9,6,Jordan,Irish,6,0
2002,9,7,Jaguar,British,3,0
2002,9,8,Minardi,Italian,2,0
2002,9,9,Toyota,Japanese,2,0
2002,9,10,Arrows,British,2,0
2002,9,11,BAR,British,0,0
2002,11,1,Ferrari,Italian,128,9
2002,11,2,Williams,British,66,1
2002,11,3,McLaren,British,47,1
2002,11,4,Renault,French,15,0
2002,11,5,Sauber,Swiss,10,0
2002,11,6,Jordan,Irish,6,0
2002,11,7,BAR,British,5,0
2002,11,8,Jaguar,British,3,0
2002,11,9,Minardi,Italian,2,0
2002,11,10,Toyota,Japanese,2,0
2002,11,11,Arrows,British,2,0
2002,16,1,Ferrari,Italian,205,14
2002,16,2,Williams,British,89,1
2002,16,3,McLaren,British,61,1
2002,16,4,Renault,French,22,0
2002,16,5,Sauber,Swiss,11,0
2002,16,6,Jaguar,British,8,0
2002,16,7,BAR,British,7,0
2002,16,8,Jordan,Irish,7,0
2002,16,9,Minardi,Italian,2,0
2002,16,10,Toyota,Japanese,2,0
2002,16,11,Arrows,British,2,0
2002,17,1,Ferrari,Italian,221,15
2002,17,2,Williams,British,92,1
2002,17,3,McLaren,British,65,1
2002,17,4,Renault,French,23,0
2002,17,5,Sauber,Swiss,11,0
2002,17,6,Jordan,Irish,9,0
2002,17,7,Jaguar,British,8,0
2002,17,8,BAR,British,7,0
2002,17,9,Minardi,Italian,2,0
2002,17,10,Toyota,Japanese,2,0
2002,17,11,Arrows,British,2,0
2002,10,1,Ferrari,Italian,118,8
2002,10,2,Williams,British,61,1
2002,10,3,McLaren,British,37,1
2002,10,4,Renault,French,14,0
2002,10,5,Sauber,Swiss,10,0
2002,10,6,Jordan,Irish,6,0
2002,10,7,BAR,British,5,0
2002,10,8,Jaguar,British,3,0
2002,10,9,Minardi,Italian,2,0
2002,10,10,Toyota,Japanese,2,0
2002,10,11,Arrows,British,2,0
2002,2,1,Williams,British,22,1
2002,2,2,Ferrari,Italian,14,1
2002,2,3,McLaren,British,4,0
2002,2,4,Jaguar,British,3,0
2002,2,5,Renault,French,3,0
2002,2,6,Sauber,Swiss,3,0
2002,2,7,Minardi,Italian,2,0
2002,2,8,Toyota,Japanese,1,0
2002,2,9,BAR,British,0,0
2002,2,10,Jordan,Irish,0,0
2002,2,11,Arrows,British,0,0
2002,5,1,Ferrari,Italian,50,4
2002,5,2,Williams,British,43,1
2002,5,3,McLaren,British,13,0
2002,5,4,Renault,French,8,0
2002,5,5,Sauber,Swiss,8,0
2002,5,6,Jaguar,British,3,0
2002,5,7,Minardi,Italian,2,0
2002,5,8,Toyota,Japanese,2,0
2002,5,9,Arrows,British,1,0
2002,5,10,BAR,British,0,0
2002,5,11,Jordan,Irish,0,0
2002,4,1,Ferrari,Italian,40,3
2002,4,2,Williams,British,37,1
2002,4,3,McLaren,British,9,0
2002,4,4,Renault,French,8,0
2002,4,5,Jaguar,British,3,0
2002,4,6,Sauber,Swiss,3,0
2002,4,7,Minardi,Italian,2,0
2002,4,8,Toyota,Japanese,2,0
2002,4,9,BAR,British,0,0
2002,4,10,Jordan,Irish,0,0
2002,4,11,Arrows,British,0,0
2002,3,1,Williams,British,30,1
2002,3,2,Ferrari,Italian,24,2
2002,3,3,McLaren,British,8,0
2002,3,4,Renault,French,6,0
2002,3,5,Jaguar,British,3,0
2002,3,6,Sauber,Swiss,3,0
2002,3,7,Minardi,Italian,2,0
2002,3,8,Toyota,Japanese,2,0
2002,3,9,BAR,British,0,0
2002,3,10,Jordan,Irish,0,0
2002,3,11,Arrows,British,0,0
2003,15,1,Ferrari,Italian,147,7
2003,15,2,Williams,British,144,4
2003,15,3,McLaren,British,128,2
2003,15,4,Renault,French,84,1
2003,15,5,Sauber,Swiss,19,0
2003,15,6,BAR,British,18,0
2003,15,7,Jaguar,British,18,0
2003,15,8,Toyota,Japanese,14,0
2003,15,9,Jordan,Irish,13,1
2003,15,10,Minardi,Italian,0,0
2003,12,1,Ferrari,Italian,120,5
2003,12,2,Williams,British,118,4
2003,12,3,McLaren,British,103,2
2003,12,4,Renault,French,66,0
2003,12,5,BAR,British,15,0
2003,12,6,Toyota,Japanese,14,0
2003,12,7,Jaguar,British,12,0
2003,12,8,Jordan,Irish,11,1
2003,12,9,Sauber,Swiss,9,0
2003,12,10,Minardi,Italian,0,0
2003,13,1,Williams,British,129,4
2003,13,2,Ferrari,Italian,121,5
2003,13,3,McLaren,British,115,2
2003,13,4,Renault,French,78,1
2003,13,5,BAR,British,15,0
2003,13,6,Jaguar,British,15,0
2003,13,7,Toyota,Japanese,14,0
2003,13,8,Jordan,Irish,11,1
2003,13,9,Sauber,Swiss,9,0
2003,13,10,Minardi,Italian,0,0
2003,14,1,Williams,British,141,4
2003,14,2,Ferrari,Italian,137,6
2003,14,3,McLaren,British,120,2
2003,14,4,Renault,French,79,1
2003,14,5,BAR,British,18,0
2003,14,6,Jaguar,British,17,0
2003,14,7,Toyota,Japanese,14,0
2003,14,8,Jordan,Irish,11,1
2003,14,9,Sauber,Swiss,9,0
2003,14,10,Minardi,Italian,0,0
2003,8,1,Ferrari,Italian,85,4
2003,8,2,McLaren,British,76,2
2003,8,3,Williams,British,64,1
2003,8,4,Renault,French,47,0
2003,8,5,Jordan,Irish,11,1
2003,8,6,BAR,British,11,0
2003,8,7,Sauber,Swiss,8,0
2003,8,8,Jaguar,British,6,0
2003,8,9,Toyota,Japanese,4,0
2003,8,10,Minardi,Italian,0,0
2003,6,1,Ferrari,Italian,64,3
2003,6,2,McLaren,British,63,2
2003,6,3,Renault,French,35,0
2003,6,4,Williams,British,35,0
2003,6,5,Jordan,Irish,11,1
2003,6,6,BAR,British,11,0
2003,6,7,Sauber,Swiss,8,0
2003,6,8,Jaguar,British,4,0
2003,6,9,Toyota,Japanese,3,0
2003,6,10,Minardi,Italian,0,0
2003,1,1,McLaren,British,16,1
2003,1,2,Williams,British,9,0
2003,1,3,Renault,French,6,0
2003,1,4,Ferrari,Italian,5,0
2003,1,5,Sauber,Swiss,3,0
2003,1,6,BAR,British,0,0
2003,1,7,Minardi,Italian,0,0
2003,7,1,McLaren,British,73,2
2003,7,2,Ferrari,Italian,71,3
2003,7,3,Williams,British,50,1
2003,7,4,Renault,French,42,0
2003,7,5,Jordan,Irish,11,1
2003,7,6,BAR,British,11,0
2003,7,7,Sauber,Swiss,8,0
2003,7,8,Jaguar,British,4,0
2003,7,9,Toyota,Japanese,3,0
2003,7,10,Minardi,Italian,0,0
2003,9,1,Ferrari,Italian,95,4
2003,9,2,Williams,British,82,2
2003,9,3,McLaren,British,76,2
2003,9,4,Renault,French,52,0
2003,9,5,BAR,British,13,0
2003,9,6,Jordan,Irish,11,1
2003,9,7,Sauber,Swiss,9,0
2003,9,8,Jaguar,British,9,0
2003,9,9,Toyota,Japanese,4,0
2003,9,10,Minardi,Italian,0,0
2003,11,1,Ferrari,Italian,118,5
2003,11,2,Williams,British,108,3
2003,11,3,McLaren,British,95,2
2003,11,4,Renault,French,55,0
2003,11,5,BAR,British,14,0
2003,11,6,Jaguar,British,12,0
2003,11,7,Jordan,Irish,11,1
2003,11,8,Sauber,Swiss,9,0
2003,11,9,Toyota,Japanese,7,0
2003,11,10,Minardi,Italian,0,0
2003,16,1,Ferrari,Italian,158,8
2003,16,2,Williams,British,144,4
2003,16,3,McLaren,British,142,2
2003,16,4,Renault,French,88,1
2003,16,5,BAR,British,26,0
2003,16,6,Sauber,Swiss,19,0
2003,16,7,Jaguar,British,18,0
2003,16,8,Toyota,Japanese,16,0
2003,16,9,Jordan,Irish,13,1
2003,16,10,Minardi,Italian,0,0
2003,10,1,Ferrari,Italian,103,4
2003,10,2,Williams,British,100,3
2003,10,3,McLaren,British,85,2
2003,10,4,Renault,French,52,0
2003,10,5,BAR,British,13,0
2003,10,6,Jaguar,British,12,0
2003,10,7,Jordan,Irish,11,1
2003,10,8,Sauber,Swiss,9,0
2003,10,9,Toyota,Japanese,5,0
2003,10,10,Minardi,Italian,0,0
2003,2,1,McLaren,British,26,2
2003,2,2,Ferrari,Italian,16,0
2003,2,3,Renault,French,16,0
2003,2,4,Williams,British,14,0
2003,2,5,Sauber,Swiss,4,0
2003,2,6,BAR,British,2,0
2003,2,7,Jordan,Irish,0,0
2003,2,8,Minardi,Italian,0,0
2003,2,9,Toyota,Japanese,0,0
2003,5,1,McLaren,British,51,2
2003,5,2,Ferrari,Italian,48,2
2003,5,3,Renault,French,34,0
2003,5,4,Williams,British,32,0
2003,5,5,Jordan,Irish,11,1
2003,5,6,Sauber,Swiss,8,0
2003,5,7,BAR,British,6,0
2003,5,8,Toyota,Japanese,3,0
2003,5,9,Jaguar,British,2,0
2003,5,10,Minardi,Italian,0,0
2003,4,1,McLaren,British,51,2
2003,4,2,Ferrari,Italian,32,1
2003,4,3,Renault,French,26,0
2003,4,4,Williams,British,23,0
2003,4,5,Jordan,Irish,10,1
2003,4,6,Sauber,Swiss,8,0
2003,4,7,BAR,British,6,0
2003,4,8,Toyota,Japanese,0,0
2003,4,9,Jaguar,British,0,0
2003,4,10,Minardi,Italian,0,0
2003,3,1,McLaren,British,39,2
2003,3,2,Renault,French,23,0
2003,3,3,Ferrari,Italian,16,0
2003,3,4,Williams,British,16,0
2003,3,5,Jordan,Irish,10,1
2003,3,6,Sauber,Swiss,8,0
2003,3,7,BAR,British,5,0
2003,3,8,Jaguar,British,0,0
2003,3,9,Toyota,Japanese,0,0
2003,3,10,Minardi,Italian,0,0
2004,15,1,Ferrari,Italian,234,13
2004,15,2,BAR,British,94,0
2004,15,3,Renault,French,91,1
